query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
PPGIJJGB_01822,1268237.G114_03537,4.38e-158,444.0,"COG4669@1|root,COG4669@2|Bacteria,1N69F@1224|Proteobacteria,1RMNM@1236|Gammaproteobacteria",2|Bacteria,U,Lipoprotein,hrcJ,"GO:0002790,GO:0005575,GO:0005623,GO:0006810,GO:0008104,GO:0008150,GO:0009279,GO:0009306,GO:0009405,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0019867,GO:0030312,GO:0030313,GO:0031224,GO:0031975,GO:0032940,GO:0033036,GO:0042886,GO:0044419,GO:0044425,GO:0044462,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0051704,GO:0071702,GO:0071705,GO:0071944",-,ko:K03222,"ko03070,map03070","M00332,M00542,M00660",-,-,"ko00000,ko00001,ko00002,ko02044","3.A.6.1,3.A.6.3",-,-,YscJ_FliF
PPGIJJGB_01823,1268237.G114_03542,3.91e-127,363.0,"2BJZU@1|root,32ECP@2|Bacteria,1RK7C@1224|Proteobacteria,1S7VZ@1236|Gammaproteobacteria",2|Bacteria,S,YOP proteins translocation protein K (YscK),yscK,"GO:0008150,GO:0009405,GO:0044419,GO:0051704",-,ko:K04054,-,M00332,-,-,"ko00000,ko00002,ko02044",3.A.6.1,-,-,YscK
PPGIJJGB_01824,1268237.G114_03547,7.05e-131,373.0,"COG1317@1|root,COG1317@2|Bacteria,1RI2J@1224|Proteobacteria,1RZC2@1236|Gammaproteobacteria,1Y63I@135624|Aeromonadales",2|Bacteria,NU,Nodulation protein NolV,fliH,"GO:0008150,GO:0009405,GO:0044419,GO:0051704",-,"ko:K02411,ko:K03223","ko02040,ko03070,map02040,map03070","M00332,M00660",-,-,"ko00000,ko00001,ko00002,ko02035,ko02044","3.A.6.1,3.A.6.2,3.A.6.3",-,-,"FliH,NolV"
PPGIJJGB_01825,1448139.AI20_06095,3.03e-277,759.0,"COG0477@1|root,COG2814@2|Bacteria,1MXPM@1224|Proteobacteria,1RNP5@1236|Gammaproteobacteria,1Y54M@135624|Aeromonadales",2|Bacteria,EGP,Sugar (and other) transporter,yajR_1,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,Sugar_tr"
PPGIJJGB_01826,1448139.AI20_06100,3.23e-174,487.0,"COG4705@1|root,COG4705@2|Bacteria,1MVMJ@1224|Proteobacteria,1S35X@1236|Gammaproteobacteria",2|Bacteria,T,membrane-anchored protein conserved in bacteria,-,-,-,-,-,-,-,-,-,-,-,-,DUF347
PPGIJJGB_01827,1448139.AI20_06105,0.0,1089.0,"COG2194@1|root,COG2194@2|Bacteria,1MWS7@1224|Proteobacteria,1RMNG@1236|Gammaproteobacteria,1Y3W4@135624|Aeromonadales",2|Bacteria,S,Domain of unknown function (DUF1705),eptA,-,2.7.8.43,"ko:K03760,ko:K19353","ko00540,ko01503,map00540,map01503",M00722,"R11555,R11556,R11557",RC00002,"ko00000,ko00001,ko00002,ko01000,ko01005",-,-,-,"DUF1705,Sulfatase"
PPGIJJGB_01828,1448139.AI20_06110,0.0,1659.0,"COG0392@1|root,COG2898@1|root,COG0392@2|Bacteria,COG2898@2|Bacteria,1MXH9@1224|Proteobacteria,1RPQ6@1236|Gammaproteobacteria,1Y55X@135624|Aeromonadales",2|Bacteria,S,Lysylphosphatidylglycerol synthase TM region,mprF,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0008150,GO:0008152,GO:0009405,GO:0016020,GO:0016021,GO:0016740,GO:0016746,GO:0016755,GO:0031224,GO:0042221,GO:0044238,GO:0044419,GO:0044425,GO:0044464,GO:0046677,GO:0050071,GO:0050896,GO:0051704,GO:0071704,GO:0071944,GO:0140096,GO:0140098,GO:0140101",2.3.2.3,"ko:K07027,ko:K14205","ko01503,ko02020,ko05150,map01503,map02020,map05150",M00726,-,-,"ko00000,ko00001,ko00002,ko01000,ko01504,ko02000","2.A.1.3.37,4.D.2",-,iYO844.BG12900,"DUF2156,LPG_synthase_TM"
PPGIJJGB_01829,1448139.AI20_06115,2.22e-161,452.0,"COG3946@1|root,COG3946@2|Bacteria,1R7R5@1224|Proteobacteria,1S73H@1236|Gammaproteobacteria,1Y5Q1@135624|Aeromonadales",2|Bacteria,U,Bacterial virulence protein (VirJ),acvB,-,-,-,-,-,-,-,-,-,-,-,VirJ
PPGIJJGB_01830,1448139.AI20_06120,0.0,907.0,"COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,1RMH0@1236|Gammaproteobacteria,1Y455@135624|Aeromonadales",2|Bacteria,T,Aerotaxis receptor Aer,-,-,-,"ko:K03406,ko:K03776","ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"MCPsignal,PAS_3"
PPGIJJGB_01831,1448139.AI20_06125,0.0,927.0,"COG0715@1|root,COG2199@1|root,COG0715@2|Bacteria,COG2199@2|Bacteria,1RGCV@1224|Proteobacteria",2|Bacteria,T,Diguanylate cyclase,yeaI,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005525,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0016021,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0019001,GO:0031224,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032879,GO:0035639,GO:0036094,GO:0040012,GO:0040013,GO:0043167,GO:0043168,GO:0043169,GO:0044425,GO:0044464,GO:0046872,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051270,GO:0051271,GO:0052621,GO:0065007,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1902021,GO:1902201,GO:2000145,GO:2000146",2.7.7.65,"ko:K20959,ko:K21021","ko02025,ko05111,map02025,map05111",-,-,-,"ko00000,ko00001,ko01000",-,-,iAPECO1_1312.APECO1_853,"CHASE,EAL,GGDEF,MASE4,NMT1,PAS_3,PAS_4"
PPGIJJGB_01832,1448139.AI20_06130,6.64e-154,432.0,"COG0564@1|root,COG0564@2|Bacteria,1RDAG@1224|Proteobacteria,1S406@1236|Gammaproteobacteria,1Y4EA@135624|Aeromonadales",2|Bacteria,J,RNA pseudouridylate synthase,Z012_05060,"GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0031119,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363","5.4.99.23,5.4.99.24,5.4.99.28,5.4.99.29","ko:K06177,ko:K06179,ko:K06180",-,-,-,-,"ko00000,ko01000,ko03009,ko03016",-,-,-,PseudoU_synth_2
PPGIJJGB_01833,1448139.AI20_06135,1.49e-153,431.0,"COG0560@1|root,COG0560@2|Bacteria,1MWTU@1224|Proteobacteria,1SHRU@1236|Gammaproteobacteria",2|Bacteria,E,haloacid dehalogenase,-,-,3.1.3.27,ko:K18697,"ko00564,map00564",-,R02029,RC00017,"ko00000,ko00001,ko01000",-,-,-,HAD
PPGIJJGB_01834,1448139.AI20_06140,1.8e-272,744.0,"COG3185@1|root,COG3185@2|Bacteria,1MUVZ@1224|Proteobacteria,1RN2Z@1236|Gammaproteobacteria,1Y5G4@135624|Aeromonadales",2|Bacteria,C,4-hydroxyphenylpyruvate dioxygenase,hppD,"GO:0001897,GO:0001906,GO:0001907,GO:0003674,GO:0003824,GO:0003868,GO:0005488,GO:0006082,GO:0006520,GO:0006558,GO:0006559,GO:0006570,GO:0006572,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009405,GO:0009987,GO:0016054,GO:0016491,GO:0016701,GO:0016702,GO:0017144,GO:0019439,GO:0019752,GO:0019835,GO:0019836,GO:0031640,GO:0035821,GO:0042737,GO:0043167,GO:0043169,GO:0043436,GO:0044003,GO:0044004,GO:0044179,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044364,GO:0044403,GO:0044419,GO:0044764,GO:0046395,GO:0046872,GO:0051213,GO:0051701,GO:0051704,GO:0051715,GO:0051801,GO:0051817,GO:0051818,GO:0051883,GO:0052331,GO:0055114,GO:0071704,GO:0090729,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902221,GO:1902222",1.13.11.27,ko:K00457,"ko00130,ko00350,ko00360,ko01100,map00130,map00350,map00360,map01100",M00044,"R01372,R02521","RC00505,RC00738","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"Glyoxalase,Glyoxalase_5"
PPGIJJGB_01835,1448139.AI20_06145,5.65e-307,833.0,"COG3508@1|root,COG3508@2|Bacteria,1MV9G@1224|Proteobacteria,1RQG2@1236|Gammaproteobacteria,1Y564@135624|Aeromonadales",2|Bacteria,Q,"Homogentisate 1,2-dioxygenase",hmgA,"GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003824,GO:0004411,GO:0005488,GO:0005506,GO:0005575,GO:0006082,GO:0006355,GO:0006520,GO:0006558,GO:0006559,GO:0006570,GO:0006572,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016054,GO:0016491,GO:0016701,GO:0016702,GO:0017144,GO:0019219,GO:0019222,GO:0019439,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032991,GO:0032993,GO:0042737,GO:0043167,GO:0043169,GO:0043436,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0045892,GO:0045934,GO:0046395,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051213,GO:0051252,GO:0051253,GO:0055114,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:0140110,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902221,GO:1902222,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141",1.13.11.5,ko:K00451,"ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120",M00044,R02519,RC00737,"ko00000,ko00001,ko00002,ko01000",-,-,-,HgmA
PPGIJJGB_01836,1448139.AI20_06150,6.24e-245,672.0,"COG0179@1|root,COG0179@2|Bacteria,1MV0V@1224|Proteobacteria,1RNYV@1236|Gammaproteobacteria,1Y5DT@135624|Aeromonadales",2|Bacteria,Q,Fumarylacetoacetate (FAA) hydrolase family,uptA,-,3.7.1.2,ko:K16171,"ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120",M00044,R01364,"RC00326,RC00446","ko00000,ko00001,ko00002,ko01000",-,-,-,FAA_hydrolase
PPGIJJGB_01837,1448139.AI20_06155,1.92e-138,392.0,"COG0625@1|root,COG0625@2|Bacteria,1RA4Y@1224|Proteobacteria,1S2I8@1236|Gammaproteobacteria,1Y5R8@135624|Aeromonadales",2|Bacteria,G,"Glutathione S-transferase, C-terminal domain",maiA,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006558,GO:0006559,GO:0006570,GO:0006572,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009987,GO:0016034,GO:0016054,GO:0016853,GO:0016859,GO:0017144,GO:0019439,GO:0019752,GO:0042737,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0046395,GO:0071704,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902221,GO:1902222","5.2.1.2,5.2.1.4","ko:K01800,ko:K01801,ko:K03599","ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120",M00044,"R03181,R03868",RC00867,"ko00000,ko00001,ko00002,ko01000,ko02000,ko03021",1.A.12.3.1,-,-,"GST_C,GST_C_2,GST_C_3,GST_N,GST_N_3"
PPGIJJGB_01839,1448139.AI20_06160,6.77e-121,344.0,"COG0526@1|root,COG0526@2|Bacteria,1N2BA@1224|Proteobacteria,1SAHE@1236|Gammaproteobacteria",2|Bacteria,CO,"Protein of unknown function, DUF255",-,-,-,ko:K03671,"ko04621,ko05418,map04621,map05418",-,-,-,"ko00000,ko00001,ko03110",-,-,-,"Thioredoxin,Thioredoxin_7"
PPGIJJGB_01840,1448139.AI20_06165,0.0,1135.0,"COG0367@1|root,COG0367@2|Bacteria,1MW4E@1224|Proteobacteria,1RQ7D@1236|Gammaproteobacteria,1Y3KK@135624|Aeromonadales",2|Bacteria,E,asparagine synthase (glutamine-hydrolyzing),asnB,"GO:0000166,GO:0003674,GO:0003824,GO:0004066,GO:0004071,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006528,GO:0006529,GO:0006541,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009064,GO:0009066,GO:0009067,GO:0009987,GO:0016053,GO:0016054,GO:0016211,GO:0016597,GO:0016874,GO:0016879,GO:0016880,GO:0016884,GO:0017076,GO:0017144,GO:0019752,GO:0030554,GO:0031406,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0034641,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043177,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046395,GO:0070981,GO:0070982,GO:0071704,GO:0072330,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901607",6.3.5.4,ko:K01953,"ko00250,ko01100,ko01110,map00250,map01100,map01110",-,R00578,RC00010,"ko00000,ko00001,ko01000,ko01002",-,-,"iB21_1397.B21_00622,iECBD_1354.ECBD_2988,iECB_1328.ECB_00631,iECD_1391.ECD_00631,iEcHS_1320.EcHS_A0717,iEcolC_1368.EcolC_2982,iSF_1195.SF0619","Asn_synthase,GATase_7"
PPGIJJGB_01841,1448139.AI20_06170,7.3e-92,267.0,"COG3450@1|root,COG3450@2|Bacteria,1N0F7@1224|Proteobacteria,1S92W@1236|Gammaproteobacteria,1Y6CM@135624|Aeromonadales",2|Bacteria,S,Protein of unknown function (DUF861),-,-,-,ko:K06995,-,-,-,-,ko00000,-,-,-,Cupin_3
PPGIJJGB_01842,1448139.AI20_06175,0.0,987.0,"COG1226@1|root,COG4651@1|root,COG1226@2|Bacteria,COG4651@2|Bacteria,1MV34@1224|Proteobacteria,1RNH4@1236|Gammaproteobacteria,1Y5HT@135624|Aeromonadales",2|Bacteria,P,Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family,kefB,-,-,ko:K03455,-,-,-,-,ko00000,2.A.37,-,-,"Na_H_Exchanger,TrkA_N"
PPGIJJGB_01843,1448139.AI20_06180,1.29e-184,512.0,"COG0647@1|root,COG0647@2|Bacteria,1QGX4@1224|Proteobacteria,1RRS1@1236|Gammaproteobacteria,1Y50F@135624|Aeromonadales",2|Bacteria,G,Haloacid dehalogenase-like hydrolase,nagD,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006139,GO:0006213,GO:0006220,GO:0006244,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008252,GO:0008253,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009129,GO:0009131,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009173,GO:0009175,GO:0009218,GO:0009222,GO:0009259,GO:0009261,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0034656,GO:0042454,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046049,GO:0046050,GO:0046131,GO:0046133,GO:0046135,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0055086,GO:0071704,GO:0072527,GO:0072529,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658",3.1.3.41,"ko:K01101,ko:K02566","ko00627,ko01120,map00627,map01120",-,R03024,RC00151,"ko00000,ko00001,ko01000",-,-,-,"Hydrolase_6,Hydrolase_like"
PPGIJJGB_01844,1448139.AI20_06185,2.11e-251,689.0,"COG1816@1|root,COG1816@2|Bacteria,1MWBV@1224|Proteobacteria,1RNVI@1236|Gammaproteobacteria,1Y570@135624|Aeromonadales",2|Bacteria,F,Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism,add,"GO:0000034,GO:0003674,GO:0003824,GO:0005488,GO:0006139,GO:0006144,GO:0006145,GO:0006146,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009117,GO:0009987,GO:0016787,GO:0016810,GO:0016814,GO:0019239,GO:0019439,GO:0019637,GO:0034641,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0046083,GO:0046113,GO:0046483,GO:0046700,GO:0046872,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575","3.5.4.2,3.5.4.4","ko:K01488,ko:K21053","ko00230,ko01100,ko05340,map00230,map01100,map05340",-,"R01244,R01560,R02556",RC00477,"ko00000,ko00001,ko01000",-,-,-,A_deaminase
PPGIJJGB_01845,1448139.AI20_06190,2.3e-279,762.0,"COG1902@1|root,COG1902@2|Bacteria,1MVIX@1224|Proteobacteria,1RMFI@1236|Gammaproteobacteria,1Y4Z7@135624|Aeromonadales",2|Bacteria,C,"COG1902 NADH flavin oxidoreductases, Old Yellow Enzyme family",nemA,-,-,ko:K10680,"ko00633,ko01120,map00633,map01120",-,"R08014,R08017,R08042",RC00250,"ko00000,ko00001,ko01000",-,-,-,Oxidored_FMN
PPGIJJGB_01846,1448139.AI20_06195,0.0,966.0,"COG1253@1|root,COG1253@2|Bacteria,1QTUN@1224|Proteobacteria,1RMTY@1236|Gammaproteobacteria,1Y3XH@135624|Aeromonadales",2|Bacteria,P,Integral membrane protein TerC family,yoaE,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0016491,GO:0016614,GO:0031224,GO:0036094,GO:0043167,GO:0043168,GO:0044425,GO:0044464,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071944,GO:0097159,GO:1901265,GO:1901363",-,ko:K03699,-,-,-,-,"ko00000,ko02042",-,-,-,"CBS,CorC_HlyC,DUF21,TerC"
PPGIJJGB_01847,1448139.AI20_06200,4.22e-215,594.0,"COG3965@1|root,COG3965@2|Bacteria,1MXVG@1224|Proteobacteria,1RSB7@1236|Gammaproteobacteria",2|Bacteria,P,cation diffusion facilitator family transporter,-,-,-,-,-,-,-,-,-,-,-,-,Cation_efflux
PPGIJJGB_01848,1448139.AI20_06205,0.0,2036.0,"COG0247@1|root,COG0277@1|root,COG0247@2|Bacteria,COG0277@2|Bacteria,1MU6Y@1224|Proteobacteria,1RQX2@1236|Gammaproteobacteria,1Y3KF@135624|Aeromonadales",2|Bacteria,C,"FAD linked oxidases, C-terminal domain",ydiJ,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0046872,GO:0048037,GO:0050660,GO:0050662,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0097159,GO:1901265,GO:1901363",1.1.3.15,"ko:K00104,ko:K18930","ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130",-,R00475,RC00042,"ko00000,ko00001,ko01000",-,-,-,"FAD-oxidase_C,FAD_binding_4,Fer4_8"
PPGIJJGB_01849,380703.AHA_2648,7.97e-118,336.0,"2CDMW@1|root,32RY1@2|Bacteria,1NAAN@1224|Proteobacteria,1SEM7@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PPGIJJGB_01850,1448139.AI20_06215,3.18e-106,306.0,"COG2050@1|root,COG2050@2|Bacteria,1RGVP@1224|Proteobacteria,1S5WY@1236|Gammaproteobacteria,1Y4IH@135624|Aeromonadales",2|Bacteria,Q,Thioesterase superfamily,menI,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006518,GO:0006725,GO:0006732,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009237,GO:0009238,GO:0009239,GO:0009712,GO:0009713,GO:0009987,GO:0016289,GO:0016787,GO:0016788,GO:0016790,GO:0018130,GO:0018958,GO:0019184,GO:0019290,GO:0019438,GO:0019540,GO:0019748,GO:0034641,GO:0042180,GO:0042181,GO:0043043,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044550,GO:0046189,GO:0046483,GO:0051186,GO:0051188,GO:0061522,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1901661,GO:1901663",3.1.2.28,ko:K19222,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00116,R07262,"RC00004,RC00174","ko00000,ko00001,ko00002,ko01000",-,-,-,"4HBT,Hydrolase_3"
PPGIJJGB_01851,1448139.AI20_06220,0.0,1128.0,"COG0513@1|root,COG0513@2|Bacteria,1MU49@1224|Proteobacteria,1RMWA@1236|Gammaproteobacteria,1Y3Q8@135624|Aeromonadales",2|Bacteria,JKL,"DEAD-box RNA helicase involved in various cellular processes at low temperature, including ribosome biogenesis, mRNA degradation and translation initiation",deaD,"GO:0000027,GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003725,GO:0003727,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006401,GO:0006417,GO:0006725,GO:0006807,GO:0006950,GO:0006996,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009056,GO:0009057,GO:0009266,GO:0009314,GO:0009409,GO:0009628,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0010468,GO:0010501,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019439,GO:0022607,GO:0022613,GO:0022618,GO:0030312,GO:0030554,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031330,GO:0032268,GO:0032270,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0033592,GO:0034248,GO:0034250,GO:0034622,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042254,GO:0042255,GO:0042273,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043487,GO:0043488,GO:0043489,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0045727,GO:0045934,GO:0046483,GO:0046700,GO:0048255,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0061013,GO:0065003,GO:0065007,GO:0065008,GO:0070035,GO:0070417,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0097617,GO:0140098,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902369,GO:1902373,GO:1903311,GO:1903312,GO:2000112",3.6.4.13,"ko:K05591,ko:K05592","ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03009,ko03019",-,-,-,"DEAD,DbpA,Helicase_C"
PPGIJJGB_01852,1448139.AI20_06230,4.09e-291,798.0,"COG2056@1|root,COG2056@2|Bacteria,1N8U2@1224|Proteobacteria,1RRW5@1236|Gammaproteobacteria,1Y57R@135624|Aeromonadales",2|Bacteria,S,Na+-H+ antiporter family,yuiF,"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0015711,GO:0015849,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944",-,ko:K07084,-,-,-,-,"ko00000,ko02000",2.A.8.1.12,-,iSB619.SA_RS04585,"Na_H_antiport_2,Na_H_antiporter"
